time_tag,p3_flux_ic
1989-10-23 09:20:00,347.23
1989-10-23 09:25:00,339.23
1989-10-23 09:30:00,337.87
1989-10-23 09:35:00,342.19
1989-10-23 09:40:00,326.99
1989-10-23 09:45:00,337.86
1989-10-23 09:50:00,320.21
1989-10-23 09:55:00,317.18
1989-10-23 10:00:00,318.84
1989-10-23 10:05:00,317.49
1989-10-23 10:10:00,304.02
1989-10-23 10:15:00,298.53
1989-10-23 10:20:00,302.69
1989-10-23 10:25:00,308.05
1989-10-23 10:30:00,305.33
1989-10-23 10:35:00,292.38
1989-10-23 10:40:00,294.6
1989-10-23 10:45:00,289.25
1989-10-23 10:50:00,277.63
1989-10-23 10:55:00,271.04
1989-10-23 11:00:00,260.95
1989-10-23 11:05:00,260.66
1989-10-23 11:10:00,253.44
1989-10-23 11:15:00,256.19
1989-10-23 11:20:00,251.39
1989-10-23 11:25:00,253.87
1989-10-23 11:30:00,261.4
1989-10-23 11:35:00,259.61
1989-10-23 11:40:00,245.7
1989-10-23 11:45:00,256.88
1989-10-23 11:50:00,257.91
1989-10-23 11:55:00,251.12
1989-10-23 12:00:00,254.5
1989-10-23 12:05:00,249.8
1989-10-23 12:10:00,245.4
1989-10-23 12:15:00,244.78
1989-10-23 12:20:00,234.45
1989-10-23 12:25:00,242.8
1989-10-23 12:30:00,235.86
1989-10-23 12:35:00,238.47
1989-10-23 12:40:00,235.12
1989-10-23 12:45:00,230.35
1989-10-23 12:50:00,236.54
1989-10-23 12:55:00,232.44
1989-10-23 13:00:00,239.09
1989-10-23 13:05:00,238.44
1989-10-23 13:10:00,246.72
1989-10-23 13:15:00,247.69
1989-10-23 13:20:00,257.28
1989-10-23 13:25:00,256.88
1989-10-23 13:30:00,263.23
1989-10-23 13:35:00,265.39
1989-10-23 13:40:00,276.04
1989-10-23 13:45:00,273.4
1989-10-23 13:50:00,269.41
1989-10-23 13:55:00,269.73
1989-10-23 14:00:00,273.42
1989-10-23 14:05:00,269.46
1989-10-23 14:10:00,268.44
1989-10-23 14:15:00,267.38
1989-10-23 14:20:00,257.01
1989-10-23 14:25:00,247.06
1989-10-23 14:30:00,249.39
1989-10-23 14:35:00,243.05
1989-10-23 14:40:00,240.39
1989-10-23 14:45:00,237.73
1989-10-23 14:50:00,235.29
1989-10-23 14:55:00,232.48
1989-10-23 15:00:00,226.37
1989-10-23 15:05:00,227.74
1989-10-23 15:10:00,224.04
1989-10-23 15:15:00,218.8
1989-10-23 15:20:00,
1989-10-23 15:25:00,233.15
1989-10-23 15:30:00,227.8
1989-10-23 15:35:00,217.6
1989-10-23 15:40:00,206.32
1989-10-23 15:45:00,212.98
1989-10-23 15:50:00,212.97
1989-10-23 15:55:00,210.3
1989-10-23 16:00:00,205.66
1989-10-23 16:05:00,198.79
1989-10-23 16:10:00,201.01
1989-10-23 16:15:00,201.73
1989-10-23 16:20:00,196.93
1989-10-23 16:25:00,195.71
1989-10-23 16:30:00,200.29
1989-10-23 16:35:00,195.59
1989-10-23 16:40:00,191.55
1989-10-23 16:45:00,193.86
1989-10-23 16:50:00,199.57
1989-10-23 16:55:00,199.54
1989-10-23 17:00:00,194.17
1989-10-23 17:05:00,194.38
1989-10-23 17:10:00,197.59
1989-10-23 17:15:00,205.63
1989-10-23 17:20:00,198.95
1989-10-23 17:25:00,198.17
1989-10-23 17:30:00,202.29
1989-10-23 17:35:00,198.9
1989-10-23 17:40:00,202.98
1989-10-23 17:45:00,217.88
1989-10-23 17:50:00,221.63
1989-10-23 17:55:00,229.05
1989-10-23 18:00:00,227.73
1989-10-23 18:05:00,234.08
1989-10-23 18:10:00,233.76
1989-10-23 18:15:00,226.32
1989-10-23 18:20:00,218.32
1989-10-23 18:25:00,217.85
1989-10-23 18:30:00,212.24
1989-10-23 18:35:00,214.32
1989-10-23 18:40:00,210.99
1989-10-23 18:45:00,211.7
1989-10-23 18:50:00,217.63
1989-10-23 18:55:00,209.66
1989-10-23 19:00:00,197.62
1989-10-23 19:05:00,186.11
1989-10-23 19:10:00,171.37
1989-10-23 19:15:00,164.08
1989-10-23 19:20:00,166.77
1989-10-23 19:25:00,179.52
1989-10-23 19:30:00,178.72
1989-10-23 19:35:00,178.75
1989-10-23 19:40:00,177.69
1989-10-23 19:45:00,182.1
1989-10-23 19:50:00,189.52
1989-10-23 19:55:00,185.45
1989-10-23 20:00:00,190.66
1989-10-23 20:05:00,191.53
1989-10-23 20:10:00,198.98
1989-10-23 20:15:00,196.9
1989-10-23 20:20:00,
1989-10-23 20:25:00,
1989-10-23 20:30:00,
1989-10-23 20:35:00,
1989-10-23 20:40:00,
1989-10-23 20:45:00,
1989-10-23 20:50:00,
1989-10-23 20:55:00,
1989-10-23 21:00:00,
1989-10-23 21:05:00,
1989-10-23 21:10:00,
1989-10-23 21:15:00,
1989-10-23 21:20:00,183.46
1989-10-23 21:25:00,195.58
1989-10-23 21:30:00,214.27
1989-10-23 21:35:00,226.33
1989-10-23 21:40:00,250.96
1989-10-23 21:45:00,262.0
1989-10-23 21:50:00,274.71
1989-10-23 21:55:00,289.58
1989-10-23 22:00:00,292.33
1989-10-23 22:05:00,295.95
1989-10-23 22:10:00,302.64
1989-10-23 22:15:00,313.44
1989-10-23 22:20:00,318.45
1989-10-23 22:25:00,312.12
1989-10-23 22:30:00,327.0
1989-10-23 22:35:00,310.75
1989-10-23 22:40:00,318.43
1989-10-23 22:45:00,309.01
1989-10-23 22:50:00,
1989-10-23 22:55:00,
1989-10-23 23:00:00,
1989-10-23 23:05:00,
1989-10-23 23:10:00,336.5
1989-10-23 23:15:00,339.75
1989-10-23 23:20:00,351.12
1989-10-23 23:25:00,357.68
1989-10-23 23:30:00,357.62
1989-10-23 23:35:00,348.47
1989-10-23 23:40:00,327.2
1989-10-23 23:45:00,309.41
1989-10-23 23:50:00,297.29
1989-10-23 23:55:00,293.59
1989-10-24 00:00:00,272.37
1989-10-24 00:05:00,256.88
1989-10-24 00:10:00,250.41
1989-10-24 00:15:00,251.33
1989-10-24 00:20:00,259.24
1989-10-24 00:25:00,259.64
1989-10-24 00:30:00,242.75
1989-10-24 00:35:00,235.84
1989-10-24 00:40:00,211.61
1989-10-24 00:45:00,193.53
1989-10-24 00:50:00,194.24
1989-10-24 00:55:00,207.44
1989-10-24 01:00:00,198.87
1989-10-24 01:05:00,174.02
1989-10-24 01:10:00,170.78
1989-10-24 01:15:00,167.19
1989-10-24 01:20:00,164.74
1989-10-24 01:25:00,166.77
1989-10-24 01:30:00,161.42
1989-10-24 01:35:00,159.23
1989-10-24 01:40:00,155.39
1989-10-24 01:45:00,155.39
1989-10-24 01:50:00,161.39
1989-10-24 01:55:00,148.05
1989-10-24 02:00:00,169.43
1989-10-24 02:05:00,182.09
1989-10-24 02:10:00,171.45
1989-10-24 02:15:00,256.54
1989-10-24 02:20:00,260.0
1989-10-24 02:25:00,202.24
1989-10-24 02:30:00,182.77
1989-10-24 02:35:00,164.77
1989-10-24 02:40:00,174.07
1989-10-24 02:45:00,176.14
1989-10-24 02:50:00,185.47
1989-10-24 02:55:00,188.84
1989-10-24 03:00:00,182.77
1989-10-24 03:05:00,182.13
1989-10-24 03:10:00,179.4
1989-10-24 03:15:00,184.48
1989-10-24 03:20:00,187.51
1989-10-24 03:25:00,197.57
1989-10-24 03:30:00,194.2
1989-10-24 03:35:00,194.41
1989-10-24 03:40:00,194.23
1989-10-24 03:45:00,181.43
1989-10-24 03:50:00,179.5
1989-10-24 03:55:00,178.75
1989-10-24 04:00:00,181.47
1989-10-24 04:05:00,175.42
1989-10-24 04:10:00,174.56
1989-10-24 04:15:00,173.4
1989-10-24 04:20:00,174.72
1989-10-24 04:25:00,171.43
1989-10-24 04:30:00,167.28
1989-10-24 04:35:00,165.45
1989-10-24 04:40:00,162.08
1989-10-24 04:45:00,157.41
1989-10-24 04:50:00,148.66
1989-10-24 04:55:00,142.14
1989-10-24 05:00:00,141.97
1989-10-24 05:05:00,138.81
1989-10-24 05:10:00,137.59
