time_tag,p3_flux_ic
1991-06-16 17:20:00,9.8933
1991-06-16 17:25:00,9.9749
1991-06-16 17:30:00,9.854
1991-06-16 17:35:00,9.878
1991-06-16 17:40:00,9.6425
1991-06-16 17:45:00,9.2221
1991-06-16 17:50:00,9.4741
1991-06-16 17:55:00,8.4048
1991-06-16 18:00:00,7.7947
1991-06-16 18:05:00,8.254
1991-06-16 18:10:00,8.0468
1991-06-16 18:15:00,8.5611
1991-06-16 18:20:00,9.0944
1991-06-16 18:25:00,8.5946
1991-06-16 18:30:00,8.8036
1991-06-16 18:35:00,8.0656
1991-06-16 18:40:00,6.8703
1991-06-16 18:45:00,7.5398
1991-06-16 18:50:00,7.5406
1991-06-16 18:55:00,7.396
1991-06-16 19:00:00,7.9615
1991-06-16 19:05:00,8.5502
1991-06-16 19:10:00,7.0801
1991-06-16 19:15:00,7.7841
1991-06-16 19:20:00,8.5906
1991-06-16 19:25:00,7.1626
1991-06-16 19:30:00,7.5843
1991-06-16 19:35:00,7.4727
1991-06-16 19:40:00,7.5405
1991-06-16 19:45:00,6.4923
1991-06-16 19:50:00,6.1463
1991-06-16 19:55:00,6.3234
1991-06-16 20:00:00,6.7865
1991-06-16 20:05:00,6.2415
1991-06-16 20:10:00,6.8933
1991-06-16 20:15:00,6.7441
1991-06-16 20:20:00,6.8268
1991-06-16 20:25:00,7.0786
1991-06-16 20:30:00,7.0093
1991-06-16 20:35:00,7.4573
1991-06-16 20:40:00,7.0385
1991-06-16 20:45:00,6.8182
1991-06-16 20:50:00,7.1253
1991-06-16 20:55:00,6.7007
1991-06-16 21:00:00,6.9982
1991-06-16 21:05:00,7.2464
1991-06-16 21:10:00,6.506
1991-06-16 21:15:00,6.3252
1991-06-16 21:20:00,7.0375
1991-06-16 21:25:00,6.6196
1991-06-16 21:30:00,6.659
1991-06-16 21:35:00,7.0378
1991-06-16 21:40:00,6.9517
1991-06-16 21:45:00,8.2552
1991-06-16 21:50:00,6.8902
1991-06-16 21:55:00,7.6238
1991-06-16 22:00:00,8.3013
1991-06-16 22:05:00,7.6683
1991-06-16 22:10:00,6.893
1991-06-16 22:15:00,7.162
1991-06-16 22:20:00,7.8778
1991-06-16 22:25:00,7.0798
1991-06-16 22:30:00,6.7758
1991-06-16 22:35:00,7.5839
1991-06-16 22:40:00,7.2063
1991-06-16 22:45:00,7.1227
