time_tag,p3_flux_ic
1974-11-06 00:30:00,7.5888
1974-11-06 00:35:00,7.5011
1974-11-06 00:40:00,5.8036
1974-11-06 00:45:00,6.3399
1974-11-06 00:50:00,7.9458
1974-11-06 00:55:00,7.1713
1974-11-06 01:00:00,8.5717
1974-11-06 01:05:00,6.4282
1974-11-06 01:10:00,5.5365
1974-11-06 01:15:00,3.7086
1974-11-06 01:20:00,4.376
1974-11-06 01:25:00,5.6256
1974-11-06 01:30:00,6.4291
1974-11-06 01:35:00,4.5329
1974-11-06 01:40:00,7.6794
1974-11-06 01:45:00,5.625
1974-11-06 01:50:00,5.8036
1974-11-06 01:55:00,4.4651
1974-11-06 02:00:00,4.3687
1974-11-06 02:05:00,3.7504
1974-11-06 02:10:00,5.3571
1974-11-06 02:15:00,5.6256
1974-11-06 02:20:00,5.193
1974-11-06 02:25:00,6.5187
1974-11-06 02:30:00,4.554
1974-11-06 02:35:00,6.4283
1974-11-06 02:40:00,7.1706
1974-11-06 02:45:00,6.8746
1974-11-06 02:50:00,6.072
1974-11-06 02:55:00,5.6256
1974-11-06 03:00:00,5.1937
1974-11-06 03:05:00,5.7143
1974-11-06 03:10:00,4.9106
1974-11-06 03:15:00,6.6958
1974-11-06 03:20:00,4.2858
1974-11-06 03:25:00,3.3047
1974-11-06 03:30:00,5.6256
1974-11-06 03:35:00,3.2149
1974-11-06 03:40:00,4.6156
1974-11-06 03:45:00,3.3039
1974-11-06 03:50:00,3.1253
1974-11-06 03:55:00,6.6967
1974-11-06 04:00:00,4.7321
1974-11-06 04:05:00,3.7092
1974-11-06 04:10:00,3.4825
1974-11-06 04:15:00,3.6609
1974-11-06 04:20:00,3.9286
1974-11-06 04:25:00,4.2038
1974-11-06 04:30:00,3.661
1974-11-06 04:35:00,5.2678
1974-11-06 04:40:00,2.3219
1974-11-06 04:45:00,3.4619
1974-11-06 04:50:00,3.7504
1974-11-06 04:55:00,3.8573
1974-11-06 05:00:00,2.7681
1974-11-06 05:05:00,3.2976
1974-11-06 05:10:00,3.3935
1974-11-06 05:15:00,2.5903
1974-11-06 05:20:00,2.8579
1974-11-06 05:25:00,2.3082
1974-11-06 05:30:00,3.3934
1974-11-06 05:35:00,3.0364
1974-11-06 05:40:00,3.3039
1974-11-06 05:45:00,3.2143
1974-11-06 05:50:00,3.2145
1974-11-06 05:55:00,4.0181
1974-11-06 06:00:00,3.1254
1974-11-06 06:05:00,3.4825
1974-11-06 06:10:00,2.8028
1974-11-06 06:15:00,1.2504
1974-11-06 06:20:00,3.3046
1974-11-06 06:25:00,2.9467
1974-11-06 06:30:00,1.8136
1974-11-06 06:35:00,1.9647
1974-11-06 06:40:00,3.1254
1974-11-06 06:45:00,2.5005
1974-11-06 06:50:00,1.6488
1974-11-06 06:55:00,2.7681
1974-11-06 07:00:00,1.786
1974-11-06 07:05:00,3.0363
1974-11-06 07:10:00,2.1435
1974-11-06 07:15:00,1.6076
1974-11-06 07:20:00,2.2323
1974-11-06 07:25:00,1.4289
1974-11-06 07:30:00,2.679
1974-11-06 07:35:00,2.3081
1974-11-06 07:40:00,2.6791
1974-11-06 07:45:00,1.2504
1974-11-06 07:50:00,1.0717
1974-11-06 07:55:00,1.9783
1974-11-06 08:00:00,1.7862
1974-11-06 08:05:00,2.322
1974-11-06 08:10:00,1.9648
1974-11-06 08:15:00,0.98928
1974-11-06 08:20:00,2.1433
1974-11-06 08:25:00,1.2504
1974-11-06 08:30:00,1.6076
1974-11-06 08:35:00,1.9783
1974-11-06 08:40:00,1.0717
1974-11-06 08:45:00,1.2503
1974-11-06 08:50:00,1.4289
1974-11-06 08:55:00,2.1433
1974-11-06 09:00:00,1.6076
1974-11-06 09:05:00,1.2504
1974-11-06 09:10:00,1.0717
1974-11-06 09:15:00,1.4839
1974-11-06 09:20:00,1.2502
1974-11-06 09:25:00,1.786
1974-11-06 09:30:00,1.7862
1974-11-06 09:35:00,1.429
1974-11-06 09:40:00,1.6485
1974-11-06 09:45:00,1.4289
1974-11-06 09:50:00,1.429
1974-11-06 09:55:00,1.2504
1974-11-06 10:00:00,2.8851
1974-11-06 10:05:00,1.6965
1974-11-06 10:10:00,1.6074
1974-11-06 10:15:00,1.7862
1974-11-06 10:20:00,1.319
1974-11-06 10:25:00,1.2504
1974-11-06 10:30:00,0.8931
1974-11-06 10:35:00,1.4289
1974-11-06 10:40:00,1.4839
1974-11-06 10:45:00,0.71449
1974-11-06 10:50:00,1.7862
1974-11-06 10:55:00,1.0717
