time_tag,p3_flux_ic
1991-04-03 16:55:00,4.03
1991-04-03 17:00:00,3.91
1991-04-03 17:05:00,4.03
1991-04-03 17:10:00,3.77
1991-04-03 17:15:00,3.79
1991-04-03 17:20:00,3.89
1991-04-03 17:25:00,4.21
1991-04-03 17:30:00,3.68
1991-04-03 17:35:00,3.96
1991-04-03 17:40:00,5.13
1991-04-03 17:45:00,4.75
1991-04-03 17:50:00,4.6
1991-04-03 17:55:00,4.71
1991-04-03 18:00:00,4.44
1991-04-03 18:05:00,5.14
1991-04-03 18:10:00,5.64
1991-04-03 18:15:00,5.4
1991-04-03 18:20:00,4.28
1991-04-03 18:25:00,5.89
1991-04-03 18:30:00,5.07
1991-04-03 18:35:00,5.04
1991-04-03 18:40:00,5.45
1991-04-03 18:45:00,4.79
1991-04-03 18:50:00,4.31
1991-04-03 18:55:00,5.24
1991-04-03 19:00:00,5.58
1991-04-03 19:05:00,4.97
1991-04-03 19:10:00,3.91
1991-04-03 19:15:00,5.83
1991-04-03 19:20:00,5.22
1991-04-03 19:25:00,4.79
1991-04-03 19:30:00,5.11
1991-04-03 19:35:00,5.93
1991-04-03 19:40:00,5.57
1991-04-03 19:45:00,4.4
1991-04-03 19:50:00,4.55
1991-04-03 19:55:00,5.04
1991-04-03 20:00:00,4.67
1991-04-03 20:05:00,4.2
1991-04-03 20:10:00,3.88
1991-04-03 20:15:00,3.78
1991-04-03 20:20:00,4.22
1991-04-03 20:25:00,4.32
1991-04-03 20:30:00,2.94
1991-04-03 20:35:00,3.65
1991-04-03 20:40:00,5.36
1991-04-03 20:45:00,3.87
1991-04-03 20:50:00,4.39
1991-04-03 20:55:00,4.63
1991-04-03 21:00:00,4.84
1991-04-03 21:05:00,5.4
1991-04-03 21:10:00,4.67
1991-04-03 21:15:00,5.83
1991-04-03 21:20:00,5.02
1991-04-03 21:25:00,5.01
1991-04-03 21:30:00,5.51
1991-04-03 21:35:00,4.83
1991-04-03 21:40:00,6.44
1991-04-03 21:45:00,5.97
1991-04-03 21:50:00,5.47
1991-04-03 21:55:00,6.61
1991-04-03 22:00:00,6.03
1991-04-03 22:05:00,5.56
1991-04-03 22:10:00,6.68
1991-04-03 22:15:00,7.4
1991-04-03 22:20:00,6.89
1991-04-03 22:25:00,7.4
1991-04-03 22:30:00,7.14
1991-04-03 22:35:00,6.41
1991-04-03 22:40:00,9.33
1991-04-03 22:45:00,7.93
1991-04-03 22:50:00,7.93
1991-04-03 22:55:00,7.52
1991-04-03 23:00:00,8.38
1991-04-03 23:05:00,7.18
1991-04-03 23:10:00,7.62
1991-04-03 23:15:00,8.05
1991-04-03 23:20:00,7.18
1991-04-03 23:25:00,6.89
1991-04-03 23:30:00,6.49
1991-04-03 23:35:00,5.9
1991-04-03 23:40:00,6.93
1991-04-03 23:45:00,5.46
1991-04-03 23:50:00,4.9
1991-04-03 23:55:00,6.19
1991-04-04 00:00:00,4.83
1991-04-04 00:05:00,4.54
1991-04-04 00:10:00,4.95
1991-04-04 00:15:00,4.03
1991-04-04 00:20:00,3.55
1991-04-04 00:25:00,4.04
1991-04-04 00:30:00,4.04
1991-04-04 00:35:00,4.28
1991-04-04 00:40:00,4.36
1991-04-04 00:45:00,4.22
1991-04-04 00:50:00,4.78
1991-04-04 00:55:00,4.88
1991-04-04 01:00:00,5.11
1991-04-04 01:05:00,4.75
1991-04-04 01:10:00,4.41
1991-04-04 01:15:00,4.2
1991-04-04 01:20:00,5.9
1991-04-04 01:25:00,6.65
1991-04-04 01:30:00,5.55
1991-04-04 01:35:00,7.0
1991-04-04 01:40:00,6.62
1991-04-04 01:45:00,6.56
1991-04-04 01:50:00,7.89
1991-04-04 01:55:00,8.13
1991-04-04 02:00:00,8.81
1991-04-04 02:05:00,8.63
1991-04-04 02:10:00,8.99
1991-04-04 02:15:00,9.31
1991-04-04 02:20:00,9.93
1991-04-04 02:25:00,8.63
1991-04-04 02:30:00,7.74
1991-04-04 02:35:00,9.35
1991-04-04 02:40:00,9.02
1991-04-04 02:45:00,9.95
1991-04-04 02:50:00,8.02
1991-04-04 02:55:00,8.89
1991-04-04 03:00:00,7.76
1991-04-04 03:05:00,8.41
1991-04-04 03:10:00,8.15
1991-04-04 03:15:00,8.02
1991-04-04 03:20:00,6.65
1991-04-04 03:25:00,7.67
1991-04-04 03:30:00,8.38
1991-04-04 03:35:00,8.59
1991-04-04 03:40:00,8.57
1991-04-04 03:45:00,9.95
1991-04-04 03:50:00,8.97
1991-04-04 03:55:00,8.81
1991-04-04 04:00:00,10.9
1991-04-04 04:05:00,9.16
1991-04-04 04:10:00,8.38
1991-04-04 04:15:00,8.95
1991-04-04 04:20:00,9.25
1991-04-04 04:25:00,9.16
1991-04-04 04:30:00,7.6
1991-04-04 04:35:00,9.44
1991-04-04 04:40:00,7.98
1991-04-04 04:45:00,9.66
1991-04-04 04:50:00,10.0
1991-04-04 04:55:00,11.9
1991-04-04 05:00:00,11.4
1991-04-04 05:05:00,8.43
1991-04-04 05:10:00,11.5
1991-04-04 05:15:00,10.2
1991-04-04 05:20:00,8.0
1991-04-04 05:25:00,11.3
1991-04-04 05:30:00,9.77
1991-04-04 05:35:00,9.1
1991-04-04 05:40:00,9.16
1991-04-04 05:45:00,9.64
1991-04-04 05:50:00,9.59
1991-04-04 05:55:00,10.1
1991-04-04 06:00:00,11.4
1991-04-04 06:05:00,10.2
1991-04-04 06:10:00,11.5
1991-04-04 06:15:00,11.3
1991-04-04 06:20:00,11.8
1991-04-04 06:25:00,13.5
1991-04-04 06:30:00,12.5
1991-04-04 06:35:00,13.3
1991-04-04 06:40:00,12.6
1991-04-04 06:45:00,11.6
1991-04-04 06:50:00,13.5
1991-04-04 06:55:00,12.7
1991-04-04 07:00:00,13.3
1991-04-04 07:05:00,12.5
1991-04-04 07:10:00,12.7
1991-04-04 07:15:00,12.5
1991-04-04 07:20:00,10.9
1991-04-04 07:25:00,12.5
1991-04-04 07:30:00,12.0
1991-04-04 07:35:00,10.2
