time_tag,gt8
2017-09-10 05:00:00,0.1186352
2017-09-10 05:05:00,0.10792660999999999
2017-09-10 05:10:00,0.11220179999999999
2017-09-10 05:15:00,0.10526719999999999
2017-09-10 05:20:00,0.10975613000000001
2017-09-10 05:25:00,0.1031835
2017-09-10 05:30:00,0.10565999999999999
2017-09-10 05:35:00,0.0961983
2017-09-10 05:40:00,0.09255085
2017-09-10 05:45:00,0.0920473
2017-09-10 05:50:00,0.0970791
2017-09-10 05:55:00,0.09967285999999999
2017-09-10 06:00:00,0.0995534
2017-09-10 06:05:00,0.10437331000000001
2017-09-10 06:10:00,0.10118687999999999
2017-09-10 06:15:00,0.09838762000000001
2017-09-10 06:20:00,0.1034042
2017-09-10 06:25:00,0.10294248
2017-09-10 06:30:00,0.09834077000000001
2017-09-10 06:35:00,0.10300346
2017-09-10 06:40:00,0.1097538
2017-09-10 06:45:00,0.1034629
2017-09-10 06:50:00,0.0944082
2017-09-10 06:55:00,0.09626839999999999
2017-09-10 07:00:00,0.0998702
2017-09-10 07:05:00,0.10125352
2017-09-10 07:10:00,0.1006574
2017-09-10 07:15:00,0.09303660000000001
2017-09-10 07:20:00,0.09286275000000001
2017-09-10 07:25:00,0.09959879999999999
2017-09-10 07:30:00,0.098974
2017-09-10 07:35:00,0.1000326
2017-09-10 07:40:00,0.0979947
2017-09-10 07:45:00,0.09997135
2017-09-10 07:50:00,0.0995251
2017-09-10 07:55:00,0.0918962
2017-09-10 08:00:00,0.09233788
2017-09-10 08:05:00,0.093474
2017-09-10 08:10:00,0.09012769
2017-09-10 08:15:00,0.09687702000000001
2017-09-10 08:20:00,0.0920792
2017-09-10 08:25:00,0.09550848
2017-09-10 08:30:00,0.09333663
2017-09-10 08:35:00,0.09275607000000001
2017-09-10 08:40:00,0.0927669
2017-09-10 08:45:00,0.0915782
2017-09-10 08:50:00,0.0910531
2017-09-10 08:55:00,0.0858956
2017-09-10 09:00:00,0.0942453
2017-09-10 09:05:00,0.08838968000000001
