time_tag,p3_flux_ic
2000-07-22 01:25:00,0.276
2000-07-22 01:30:00,0.82
2000-07-22 01:35:00,0.398
2000-07-22 01:40:00,1.07
2000-07-22 01:45:00,0.114
2000-07-22 01:50:00,0.83
2000-07-22 01:55:00,0.938
2000-07-22 02:00:00,0.782
2000-07-22 02:05:00,0.871
2000-07-22 02:10:00,1.26
2000-07-22 02:15:00,0.975
2000-07-22 02:20:00,0.931
2000-07-22 02:25:00,1.1
2000-07-22 02:30:00,0.817
2000-07-22 02:35:00,0.76
2000-07-22 02:40:00,0.757
2000-07-22 02:45:00,0.721
2000-07-22 02:50:00,1.21
2000-07-22 02:55:00,0.989
2000-07-22 03:00:00,0.851
2000-07-22 03:05:00,0.998
2000-07-22 03:10:00,1.44
2000-07-22 03:15:00,1.1
2000-07-22 03:20:00,0.61
2000-07-22 03:25:00,1.22
2000-07-22 03:30:00,1.22
2000-07-22 03:35:00,0.986
2000-07-22 03:40:00,0.933
2000-07-22 03:45:00,0.822
2000-07-22 03:50:00,1.37
2000-07-22 03:55:00,0.944
2000-07-22 04:00:00,0.804
2000-07-22 04:05:00,0.826
2000-07-22 04:10:00,0.748
2000-07-22 04:15:00,0.925
2000-07-22 04:20:00,0.345
2000-07-22 04:25:00,0.757
2000-07-22 04:30:00,0.8
2000-07-22 04:35:00,0.478
2000-07-22 04:40:00,0.689
2000-07-22 04:45:00,0.465
2000-07-22 04:50:00,0.441
2000-07-22 04:55:00,0.0748
2000-07-22 05:00:00,0.532
2000-07-22 05:05:00,0.527
2000-07-22 05:10:00,0.189
2000-07-22 05:15:00,0.453
2000-07-22 05:20:00,0.658
2000-07-22 05:25:00,0.465
2000-07-22 05:30:00,0.378
2000-07-22 05:35:00,0.406
2000-07-22 05:40:00,0.241
2000-07-22 05:45:00,0.354
2000-07-22 05:50:00,0.46
2000-07-22 05:55:00,0.17
2000-07-22 06:00:00,0.382
2000-07-22 06:05:00,0.55
2000-07-22 06:10:00,0.482
2000-07-22 06:15:00,0.521
2000-07-22 06:20:00,0.556
2000-07-22 06:25:00,0.575
2000-07-22 06:30:00,0.475
2000-07-22 06:35:00,0.984
2000-07-22 06:40:00,0.7
2000-07-22 06:45:00,1.34
2000-07-22 06:50:00,1.16
2000-07-22 06:55:00,1.25
2000-07-22 07:00:00,1.59
2000-07-22 07:05:00,1.03
2000-07-22 07:10:00,1.22
2000-07-22 07:15:00,1.3
2000-07-22 07:20:00,1.22
2000-07-22 07:25:00,0.863
2000-07-22 07:30:00,1.23
2000-07-22 07:35:00,1.37
2000-07-22 07:40:00,1.33
2000-07-22 07:45:00,1.54
2000-07-22 07:50:00,1.62
2000-07-22 07:55:00,1.21
2000-07-22 08:00:00,2.22
2000-07-22 08:05:00,1.85
2000-07-22 08:10:00,1.9
2000-07-22 08:15:00,1.63
2000-07-22 08:20:00,2.39
2000-07-22 08:25:00,1.96
2000-07-22 08:30:00,1.74
2000-07-22 08:35:00,2.04
2000-07-22 08:40:00,1.88
2000-07-22 08:45:00,1.71
2000-07-22 08:50:00,1.85
2000-07-22 08:55:00,1.93
2000-07-22 09:00:00,1.28
2000-07-22 09:05:00,2.0
2000-07-22 09:10:00,2.52
2000-07-22 09:15:00,1.89
2000-07-22 09:20:00,2.08
2000-07-22 09:25:00,2.13
2000-07-22 09:30:00,1.54
2000-07-22 09:35:00,1.06
2000-07-22 09:40:00,1.87
2000-07-22 09:45:00,2.03
2000-07-22 09:50:00,1.47
2000-07-22 09:55:00,2.17
2000-07-22 10:00:00,1.65
2000-07-22 10:05:00,1.77
2000-07-22 10:10:00,1.65
2000-07-22 10:15:00,1.64
2000-07-22 10:20:00,2.1
2000-07-22 10:25:00,1.48
2000-07-22 10:30:00,1.74
2000-07-22 10:35:00,1.19
2000-07-22 10:40:00,1.12
2000-07-22 10:45:00,1.84
