time_tag,p3_flux_ic
1975-07-28 21:25:00,2.5882
1975-07-28 21:30:00,0.0
1975-07-28 21:35:00,0.0
1975-07-28 21:40:00,0.0
1975-07-28 21:45:00,9.1564
1975-07-28 21:50:00,0.0
1975-07-28 21:55:00,0.0
1975-07-28 22:00:00,0.17862
1975-07-28 22:05:00,31.91
1975-07-28 22:10:00,0.0
1975-07-28 22:15:00,0.0
1975-07-28 22:20:00,0.0
1975-07-28 22:25:00,8.3933
1975-07-28 22:30:00,0.35723
1975-07-28 22:35:00,0.0
1975-07-28 22:40:00,2.2242
1975-07-28 22:45:00,38.292
1975-07-28 22:50:00,0.17862
1975-07-28 22:55:00,0.80341
1975-07-28 23:00:00,0.0
1975-07-28 23:05:00,2402.8
1975-07-28 23:10:00,0.38971
1975-07-28 23:15:00,0.0
1975-07-28 23:20:00,0.0
1975-07-28 23:25:00,0.0
1975-07-28 23:30:00,0.0
1975-07-28 23:35:00,0.0
1975-07-28 23:40:00,0.16488
1975-07-28 23:45:00,0.87645
1975-07-28 23:50:00,0.0
1975-07-28 23:55:00,2936.8
1975-07-29 00:00:00,0.17862
1975-07-29 00:05:00,0.0
1975-07-29 00:10:00,173.35
1975-07-29 00:15:00,0.0
1975-07-29 00:20:00,0.0
1975-07-29 00:25:00,0.0
1975-07-29 00:30:00,0.0
1975-07-29 00:35:00,0.0
1975-07-29 00:40:00,0.80341
1975-07-29 00:45:00,7.7477
1975-07-29 00:50:00,0.0
1975-07-29 00:55:00,0.35723
1975-07-29 01:00:00,10.072
1975-07-29 01:05:00,0.0
1975-07-29 01:10:00,0.17862
1975-07-29 01:15:00,2.5882
1975-07-29 01:20:00,0.0
1975-07-29 01:25:00,0.0
1975-07-29 01:30:00,0.80341
1975-07-29 01:35:00,0.0
1975-07-29 01:40:00,0.0
1975-07-29 01:45:00,0.32975
1975-07-29 01:50:00,9.3512
1975-07-29 01:55:00,189.11
1975-07-29 02:00:00,0.0
1975-07-29 02:05:00,0.0
1975-07-29 02:10:00,0.0
1975-07-29 02:15:00,0.0
1975-07-29 02:20:00,0.0
1975-07-29 02:25:00,0.0
1975-07-29 02:30:00,29.456
