time_tag,p3_flux_ic
1976-05-01 16:00:00,8.5725
1976-05-01 16:05:00,9.2845
1976-05-01 16:10:00,6.2507
1976-05-01 16:15:00,7.5901
1976-05-01 16:20:00,7.0879
1976-05-01 16:25:00,5.714
1976-05-01 16:30:00,5.1782
1976-05-01 16:35:00,5.0898
1976-05-01 16:40:00,3.956
1976-05-01 16:45:00,4.0181
1976-05-01 16:50:00,4.3752
1976-05-01 16:55:00,4.4648
1976-05-01 17:00:00,3.2972
1976-05-01 17:05:00,3.8403
1976-05-01 17:10:00,3.3932
1976-05-01 17:15:00,5.7142
1976-05-01 17:20:00,3.1323
1976-05-01 17:25:00,4.2857
1976-05-01 17:30:00,4.1075
1976-05-01 17:35:00,4.4645
1976-05-01 17:40:00,4.2861
1976-05-01 17:45:00,4.1071
1976-05-01 17:50:00,3.4824
1976-05-01 17:55:00,4.3754
1976-05-01 18:00:00,2.5005
1976-05-01 18:05:00,3.7918
1976-05-01 18:10:00,2.5005
1976-05-01 18:15:00,3.2143
1976-05-01 18:20:00,4.3763
1976-05-01 18:25:00,4.5334
1976-05-01 18:30:00,3.3039
1976-05-01 18:35:00,3.5716
1976-05-01 18:40:00,3.6618
1976-05-01 18:45:00,4.534
1976-05-01 18:50:00,3.215
1976-05-01 18:55:00,4.8222
1976-05-01 19:00:00,3.6612
1976-05-01 19:05:00,2.1434
1976-05-01 19:10:00,4.1964
1976-05-01 19:15:00,2.7681
1976-05-01 19:20:00,4.7333
1976-05-01 19:25:00,4.863
1976-05-01 19:30:00,5.8028
1976-05-01 19:35:00,4.3744
1976-05-01 19:40:00,4.6428
1976-05-01 19:45:00,4.6986
1976-05-01 19:50:00,3.9287
1976-05-01 19:55:00,2.6791
1976-05-01 20:00:00,4.3754
1976-05-01 20:05:00,3.8575
1976-05-01 20:10:00,4.0388
1976-05-01 20:15:00,5.3574
1976-05-01 20:20:00,2.679
1976-05-01 20:25:00,4.1075
1976-05-01 20:30:00,2.885
1976-05-01 20:35:00,2.8576
1976-05-01 20:40:00,3.215
1976-05-01 20:45:00,2.5004
1976-05-01 20:50:00,2.555
1976-05-01 20:55:00,3.3038
1976-05-01 21:00:00,3.1174
1976-05-01 21:05:00,2.1433
1976-05-01 21:10:00,3.4833
1976-05-01 21:15:00,4.7326
1976-05-01 21:20:00,4.1331
1976-05-01 21:25:00,8.4189
1976-05-01 21:30:00,3.368
1976-05-01 21:35:00,4.8214
